,Kingdom,Phylum,Class,Order,Family,Genus
ASV4743,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
ASV4744,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
ASV4745,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV4746,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4747,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium
ASV4748,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV4749,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola
ASV4750,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV4751,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV4752,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV4753,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV4754,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV4755,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV4756,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV4757,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4758,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
ASV4759,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina
ASV4760,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV4761,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV4762,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,NA
ASV4763,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV4764,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
ASV4765,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA
ASV4766,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV4767,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4768,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV4769,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium
ASV4770,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV4771,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
ASV4772,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV4773,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV4774,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV4775,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV4776,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV4777,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV4778,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4779,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV4780,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV4781,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV4782,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV4783,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV4784,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4785,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV4786,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA
ASV4787,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV4788,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV4789,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV4790,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4791,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV4792,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
ASV4793,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter
ASV4794,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV4795,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV4796,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4797,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV4798,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV4799,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV4800,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4801,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV4802,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4803,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4804,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
ASV4805,Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IV,NA,NA
ASV4806,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4807,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV4808,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV4809,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola
ASV4810,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV4811,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4812,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV4813,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV4814,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV4815,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
ASV4816,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix
ASV4817,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV4818,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA
ASV4819,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV4820,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV4821,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Candidatus_Symbiobacter
ASV4822,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV4823,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV4824,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4825,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV4826,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV4827,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia
ASV4828,Bacteria,Fibrobacteres,Chitinivibrionia,NA,NA,NA
ASV4829,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV4830,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV4831,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV4832,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV4833,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas
ASV4834,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV4835,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4836,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paraherbaspirillum
ASV4837,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA
ASV4838,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV4839,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV4840,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum
ASV4841,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV4842,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium
ASV4843,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4844,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV4845,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4846,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
ASV4847,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV4848,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
ASV4849,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV4850,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV4852,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV4853,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,NA,NA,NA
ASV4854,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV4855,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV4856,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella
ASV4857,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV4858,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paucibacter
ASV4859,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV4860,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4861,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV4862,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4863,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV4864,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV4865,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
ASV4866,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV4867,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV4868,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV4869,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV4870,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4871,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV4872,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA
ASV4873,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
ASV4874,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV4875,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV4876,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV4877,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV4878,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV4879,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV4880,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV4881,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV4882,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV4883,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV4884,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4885,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV4886,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus_Jidaibacter
ASV4887,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4888,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA
ASV4889,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV4890,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV4891,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Verticia
ASV4892,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV4893,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA
ASV4894,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,NA,NA
ASV4895,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA
ASV4896,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
ASV4897,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4898,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV4899,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
ASV4900,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV4901,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV4902,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV4903,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV4904,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV4905,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV4906,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV4907,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV4908,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
ASV4909,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA
ASV4910,Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,NA,NA
ASV4911,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella
ASV4912,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV4913,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
ASV4914,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
ASV4915,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4916,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya
ASV4917,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4918,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV4919,Bacteria,Patescibacteria,Kazania,NA,NA,NA
ASV4920,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
ASV4921,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA
ASV4922,Bacteria,NA,NA,NA,NA,NA
ASV4923,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4924,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
ASV4925,Bacteria,NA,NA,NA,NA,NA
ASV4926,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4927,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV4928,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA
ASV4929,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA
ASV4930,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV4931,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA
ASV4932,Bacteria,NA,NA,NA,NA,NA
ASV4933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV4934,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4935,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Rhabdochlamydia
ASV4936,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4937,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4938,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4939,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV4940,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4941,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4942,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4943,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4944,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV4945,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4946,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV4947,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Doudnabacteria,NA,NA
ASV4948,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV4949,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,NA
ASV4950,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA
ASV4951,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV4952,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter
ASV4953,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4954,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4955,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4956,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4957,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4958,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV4959,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4960,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV4961,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV4962,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4963,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4964,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA
ASV4965,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4966,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV4967,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV4968,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4969,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV4970,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV4971,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4972,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4973,Bacteria,Patescibacteria,WS6_(Dojkabacteria),NA,NA,NA
ASV4974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium
ASV4975,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV4976,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4977,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV4978,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV4979,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV4980,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV4981,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA
ASV4982,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Doudnabacteria,NA,NA
ASV4983,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4984,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4985,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herminiimonas
ASV4986,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV4987,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4988,Bacteria,Actinobacteria,Thermoleophilia,NA,NA,NA
ASV4989,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4990,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV4991,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV4992,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV4993,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV4994,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV4995,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,NA,NA
ASV4996,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV4997,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV4998,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV4999,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV5000,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,NA,NA
ASV5001,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV5002,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV5003,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV5004,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV5005,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV5006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV5007,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV5008,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV5009,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV5010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
